car name;price;engine_capacity;cylinder;horse_power;top_speed;seats;brand;country
Mercedes-Benz GLA 2021 250 4MATIC;OMR 16,495;2;4;211;230;5 Seater;mercedes-benz;oman
Lexus IS 2021 200t Classic;OMR 16,000;2;4;241;230;5 Seater;lexus;oman
Jaguar XE 2021 2.0T R-Dynamic (250 PS);OMR 20,050;2;4;250;250;5 Seater;jaguar;oman
Chevrolet Camaro Coupe 2021 3.6L 3LT;OMR 18,000;3.6;6;335;250;4 Seater;chevrolet;oman
Nissan Maxima 2021 3.5L SV;OMR 14,300;3.5;6;300;211;5 Seater;nissan;oman
Land Rover Discovery Sport 2021 2.0T S (AWD);OMR 18,810;2;4;240;200;5 Seater;land-rover;oman
Chevrolet Silverado 2021 5.3 V8 LTZ;OMR 19,000;5.3;8;355;180;6 Seater;chevrolet;oman
Audi A3 Sportback 2021 S3 (286 HP) quattro;OMR 16,300;2;4;286;250;5 Seater;audi;oman
Dodge Charger 2021 6.4L R/T Scatpack;OMR 19,000;6.4;8;485;281;5 Seater;dodge;oman
Lexus CT 2021 200h Prestige;OMR 16,600;1.8;4;134;182;5 Seater;lexus;oman
Toyota FJ Cruiser 2021 4.0L Extreme;OMR 16,500;4;6;275;180;5 Seater;toyota;oman
Audi A5 Sportback 2021 1.8L (170 HP);OMR 16,600;1.8;4;170;220;5 Seater;audi;oman
BMW 1 Series 2021 120i;OMR 16,500;1.6;4;177;222;5 Seater;bmw;oman
Nissan 370Z 2021 Coupe A/T Full Option;OMR 15,200;3.7;6;328;250;2 Seater;nissan;oman
Audi A4 2021 40 TFSI Sport (190 HP);OMR 16,600;2;4;190;240;5 Seater;audi;oman
BMW 2 Series Active Tourer 2021 218i;OMR 16,500;1.5;3;136;205;5 Seater;bmw;oman
Audi A4 2021 40 TFSI Design (190 HP);OMR 16,600;2;4;190;240;5 Seater;audi;oman
Nissan 370Z 2021 Coupe A/T;OMR 18,900;3.7;6;328;250;2 Seater;nissan;oman
Mini Hatch 2021 3-Door Cooper S;OMR 18,000;2;4;192;235;4 Seater;mini;oman
Chevrolet Silverado 2021 6.6L LT (Heavy Duty);OMR 14,700;6.6;8;401;180;6 Seater;chevrolet;oman
Mini Countryman 2021 Cooper S ALL4;OMR 20,000;2;4;192;225;5 Seater;mini;oman
Nissan Patrol Safari 2021 Super Safari M/T;OMR 18,400;4.8;6;280;190;7 Seater;nissan;oman
Jeep Grand Cherokee 2021 3.6L Trailhawk;OMR 23,500;3.6;6;290;190;5 Seater;jeep;oman
Chevrolet Camaro Convertible 2021 3.6L 3LT;OMR 19,000;3.6;6;335;250;4 Seater;chevrolet;oman
Nissan Patrol Safari 2021 Safari M/T;OMR 17,100;4.8;6;280;190;7 Seater;nissan;oman
Jeep Grand Cherokee 2021 3.6L Limited;OMR 22,100;3.6;6;290;190;5 Seater;jeep;oman
Nissan Patrol Safari 2021 Falcon M/T;OMR 17,000;4.8;6;280;190;7 Seater;nissan;oman
BMW 3 Series 2021 320d;OMR 17,000;2;4;190;235;5 Seater;bmw;oman
Land Rover Defender 2021 90 SE (P300);OMR 21,330;2;4;300;191;5 Seater;land-rover;oman
Subaru WRX 2021 2.5T STi Standard;OMR 14,500;2.5;4;300;250;5 Seater;subaru;oman
Infiniti Q70 2021 3.7L Luxe;OMR 17,900;3.7;6;330;225;5 Seater;infiniti;oman
GMC Acadia 2021 3.6L SLT1 (FWD);OMR 15,200;3.6;6;310;210;7 Seater;gmc;oman
Audi S3 Sedan 2021 2.0 TFSI quattro (290 HP);OMR 17,300;2;4;290;250;5 Seater;audi;oman
Mercedes-Benz C-Class 2021 C 250;OMR 17,700;2;4;211;250;5 Seater;mercedes-benz;oman
Dodge Charger 2021 5.7L R/T;OMR 14,900;5.7;8;370;250;5 Seater;dodge;oman
BMW 1 Series 2021 125i;OMR 18,500;2;4;218;243;5 Seater;bmw;oman
Dodge Charger 2021 5.7L Daytona 392;OMR 15,900;5.7;8;375;250;5 Seater;dodge;oman
Mercedes-Benz SLK-Class 2021 SLK 200;OMR 18,400;1.8;4;184;240;2 Seater;mercedes-benz;oman
Land Rover Defender 2021 110 HSE (P400);OMR 26,520;3;6;400;208;5 Seater;land-rover;oman
Lexus CT 2021 200h Platinum;OMR 18,000;1.8;4;134;180;5 Seater;lexus;oman
BMW 2 Series Coupe 2021 218i;OMR 18,000;1.5;3;136;215;4 Seater;bmw;oman
Chevrolet Silverado 2021 5.3 V8 Trail Boss;OMR 15,400;5.3;8;355;172;6 Seater;chevrolet;oman
Lexus RX 2021 350 Premier;OMR 17,900;3.5;6;296;200;5 Seater;lexus;oman
Dodge Charger 2021 5.7L R/T Highline;OMR 16,900;5.7;8;370;250;5 Seater;dodge;oman
BMW 3 Series 2021 328i;OMR 18,200;2;4;245;250;5 Seater;bmw;oman
Lexus NX 2021 300 F Sport Platinum;OMR 18,000;2;4;235;200;5 Seater;lexus;oman
Audi A4 2021 45 TFSI quattro Sport (252 HP);OMR 18,800;2;4;252;250;5 Seater;audi;oman
Mini Clubman 2021 John Cooper Works ALL4;OMR 22,000;2;4;306;250;5 Seater;mini;oman
Infiniti QX60 2021 3.5L Luxe;OMR 17,400;3.5;6;295;195;7 Seater;infiniti;oman
Audi A4 2021 45 TFSI quattro Design (252 HP);OMR 18,800;2;4;252;250;5 Seater;audi;oman
Lexus IS 2021 250 F;OMR 19,000;2.5;6;204;225;5 Seater;lexus;oman
Lexus IS 2021 200t Exclusive;OMR 19,000;2;4;241;230;5 Seater;lexus;oman
Chevrolet Silverado 2021 3500;OMR 18,800;4.8;8;360;172;6 Seater;chevrolet;oman
BMW Z4 Roadster 2021 sDrive18i;OMR 19,000;2;4;156;220;2 Seater;bmw;oman
Toyota Land Cruiser Prado 2021 4.0L VXR;OMR 19,500;4;6;271;200;7 Seater;toyota;oman
BMW 2 Series Coupe 2021 220i;OMR 19,000;2;4;184;230;4 Seater;bmw;oman
BMW 4 Series Coupe 2021 420i;OMR 19,100;2;4;184;236;4 Seater;bmw;oman
Chrysler 300C 2021 5.7L V8 Luxury;OMR 17,500;5.7;8;363;234;5 Seater;chrysler;oman
Mercedes-Benz C-Class Coupe 2021 C 200;OMR 19,100;2;4;204;245;4 Seater;mercedes-benz;oman
Infiniti Q70 2021 3.7L Luxe Proactive;OMR 22,900;3.7;6;330;225;5 Seater;infiniti;oman
Audi A5 Coupe 2021 40 TFSI Design (190 HP);OMR 19,700;2;4;190;240;4 Seater;audi;oman
Audi TT 2021 45 TFSI (230 HP);OMR 19,700;2;4;230;250;2 Seater;audi;oman
Audi A5 Sportback 2021 45 TFSI Sport quattro (252 HP);OMR 19,600;2;4;252;250;5 Seater;audi;oman
Jaguar XF 2021 2.0T R-Dynamic HSE (250 PS);OMR 22,560;2;4;250;244;5 Seater;jaguar;oman
Lexus NX 2021 300 Platinum;OMR 19,500;2;4;235;200;5 Seater;lexus;oman
Jaguar XF 2021 2.0T Prestige (250 PS);OMR 21,380;2;4;250;244;5 Seater;jaguar;oman
BMW 4 Series Gran Coupe 2021 420i;OMR 19,500;2;4;184;236;4 Seater;bmw;oman
Jaguar XF 2021 2.0T Pure (250 PS);OMR 20,140;2;4;250;244;5 Seater;jaguar;oman
Audi A5 Coupe 2021 40 TFSI Sport (190 HP);OMR 19,700;2;4;190;240;4 Seater;audi;oman
Mini Hatch 2021 John Cooper Works (3-Door);OMR 19,500;2;4;231;246;4 Seater;mini;oman
Mercedes-Benz C-Class Coupe 2021 C 250;OMR 20,500;2;4;211;240;4 Seater;mercedes-benz;oman
Chevrolet Silverado 2021 6.2L V8 High Country;OMR 22,100;6.2;8;420;200;5 Seater;chevrolet;oman
Infiniti QX60 2021 3.5L Luxe Sensory;OMR 19,800;3.5;6;295;195;7 Seater;infiniti;oman
Land Rover Discovery Sport 2021 2.0T HSE (AWD);OMR 23,700;2;4;240;200;5 Seater;land-rover;oman
Mercedes-Benz SLK-Class 2021 SLK 300;OMR 20,300;1.8;4;204;244;2 Seater;mercedes-benz;oman
Nissan Patrol Safari 2021 Safari A/T;OMR 17,600;4.8;6;280;190;7 Seater;nissan;oman
Mini Countryman 2021 John Cooper Works ALL4;OMR 23,000;2;4;306;260;5 Seater;mini;oman
Volvo S90 2021 T5 FWD Momentum;OMR 20,000;2;4;254;230;5 Seater;volvo;oman
Nissan Patrol Safari 2021 Falcon A/T;OMR 17,500;4.8;6;280;190;7 Seater;nissan;oman
Nissan Patrol Safari 2021 Super Safari A/T;OMR 19,000;4.8;6;280;190;7 Seater;nissan;oman
Lexus IS 2021 350 F-Sport Prestige;OMR 21,000;3.5;6;311;235;5 Seater;lexus;oman
Audi TT 2021 45 TFSI quattro (230 HP);OMR 20,700;2;4;230;250;2 Seater;audi;oman
Porsche 718 2021 Cayman;OMR 22,400;2;4;300;275;2 Seater;porsche;oman
Audi A5 Cabriolet 2021 35 TFSI (170 HP);OMR 20,900;1.8;4;170;213;4 Seater;audi;oman
Chevrolet Camaro Convertible 2021 6.2L SS;OMR 23,000;6.2;8;455;250;4 Seater;chevrolet;oman
Mercedes-Benz SLC 2021 300;OMR 20,760;2;4;245;250;2 Seater;mercedes-benz;oman
Chrysler 300C 2021 5.7L Alloy Edition;OMR 20,500;5.7;8;370;234;5 Seater;chrysler;oman
Audi TT Roadster 2021 45 TFSI (230 HP);OMR 20,800;2;4;230;250;2 Seater;audi;oman
BMW 2 Series Active Tourer 2021 225i;OMR 20,500;2;4;231;238;5 Seater;bmw;oman
Audi A5 Sportback 2021 3.0L (272 HP);OMR 21,000;3;6;272;250;5 Seater;audi;oman
BMW 2 Series Convertible 2021 228i;OMR 21,200;2;4;245;250;4 Seater;bmw;oman
Chevrolet Camaro Coupe 2021 6.2L SS (A/T);OMR 21,500;6.2;8;455;250;4 Seater;chevrolet;oman
Infiniti Q50 2021 3.5L Hybrid Blue Sport;OMR 23,000;3.5;6;350;250;5 Seater;infiniti;oman
Jeep Grand Cherokee 2021 Summit 5.7L;OMR 24,900;5.7;8;350;181;5 Seater;jeep;oman
BMW 4 Series Gran Coupe 2021 428i;OMR 21,500;2;4;245;250;4 Seater;bmw;oman
Lexus RC 2021 350 Platinum;OMR 21,000;3.5;6;314;230;4 Seater;lexus;oman
GMC Acadia Denali 2021 3.6L V6 (AWD);OMR 18,800;3.6;6;310;210;7 Seater;gmc;oman
Audi A5 Sportback 2021 45 TFSI Design quattro (252 HP);OMR 22,000;2;4;252;250;5 Seater;audi;oman
Audi TT Roadster 2021 45 TFSI quattro (230 HP);OMR 21,900;2;4;230;250;2 Seater;audi;oman
Audi A5 Coupe 2021 45 TFSI quattro Design (252 HP);OMR 22,000;2;4;252;250;4 Seater;audi;oman
BMW 2 Series Convertible 2021 220i;OMR 22,000;2;4;184;226;4 Seater;bmw;oman
Infiniti QX70 2021 3.7L Luxe Sensory;OMR 16,300;3.7;6;329;230;5 Seater;infiniti;oman
Audi A5 Coupe 2021 45 TFSI quattro Sport (252 HP);OMR 22,000;2;4;252;250;4 Seater;audi;oman
Lexus GX 2021 460 Premier;OMR 22,000;4.6;8;292;177;7 Seater;lexus;oman
Lexus RC 2021 350 F Sport Prestige;OMR 22,000;3.5;6;314;230;4 Seater;lexus;oman
BMW 4 Series Coupe 2021 428i;OMR 22,200;2;4;245;250;4 Seater;bmw;oman
Porsche 718 2021 Boxster;OMR 23,800;2;4;300;275;2 Seater;porsche;oman
Audi Q5 2021 45 TFSI quattro;OMR 22,500;2;4;272;237;5 Seater;audi;oman
Audi A3 Sportback 2021 RS3 (367 HP) quattro;OMR 22,500;2.5;5;367;250;5 Seater;audi;oman
Jaguar F-Pace 2021 2.0T Pure (250 PS);OMR 19,680;2;4;246;217;5 Seater;jaguar;oman
Mercedes-Benz A 45 AMG 2021 2.0T 4MATIC;OMR 22,530;2;4;381;250;5 Seater;mercedes-benz;oman
Mercedes-Benz E-Class Cabriolet 2021 E 200;OMR 22,530;2;4;184;235;4 Seater;mercedes-benz;oman
Mercedes-Benz E-Class Cabriolet 2021 E 300;OMR 22,530;2;4;245;250;4 Seater;mercedes-benz;oman
Mercedes-Benz E-Class Coupe 2021 E 250;OMR 22,900;1.8;4;211;250;4 Seater;mercedes-benz;oman
Mercedes-Benz C-Class 2021 C 350 e;OMR 22,150;2;4;275;209;5 Seater;mercedes-benz;oman
Mercedes-Benz C-Class 2021 C 400 4MATIC;OMR 22,800;3;6;333;250;5 Seater;mercedes-benz;oman
Mercedes-Benz C-Class Coupe 2021 C 350;OMR 22,200;3.5;6;301;250;4 Seater;mercedes-benz;oman
Jaguar F-Pace 2021 2.0T SE (250 PS);OMR 21,270;2;4;246;217;5 Seater;jaguar;oman
Audi A5 Cabriolet 2021 45 TFSI Design quattro (252 HP);OMR 23,000;2;4;252;250;4 Seater;audi;oman
Jaguar F-Pace 2021 2.0T R-Sport (250 PS);OMR 22,340;2;4;246;217;5 Seater;jaguar;oman
BMW 2 Series Coupe 2021 M235i;OMR 23,500;3;6;326;250;4 Seater;bmw;oman
Mercedes-Benz SLK-Class 2021 SLK 350;OMR 23,100;3.5;6;306;250;2 Seater;mercedes-benz;oman
Jaguar F-Pace 2021 5.0L V8 SVR (550 PS);OMR 39,760;5;8;550;283;5 Seater;jaguar;oman
Jaguar F-Pace 2021 S 3.0L V6 (380 PS);OMR 31,510;3;6;375;250;5 Seater;jaguar;oman
BMW 4 Series Convertible 2021 428i;OMR 23,500;2;4;245;250;4 Seater;bmw;oman
Mercedes-Benz E-Class Coupe 2021 E 200;OMR 23,050;2;4;184;240;4 Seater;mercedes-benz;oman
Lexus RX 2021 350 Prestige;OMR 23,500;3.5;6;296;200;5 Seater;lexus;oman
BMW 2 Series Coupe 2021 230i;OMR 23,000;2;4;252;250;4 Seater;bmw;oman
Porsche 718 2021 Cayman S;OMR 26,400;2.5;4;350;285;2 Seater;porsche;oman
BMW 3 Series 2021 335i;OMR 24,400;3;6;306;250;5 Seater;bmw;oman
BMW 1 Series 2021 m135i;OMR 24,500;3;6;326;250;5 Seater;bmw;oman
BMW Z4 Roadster 2021 sDrive30i;OMR 23,500;2;4;258;250;2 Seater;bmw;oman
Chevrolet Camaro Coupe 2021 6.2L ZL1;OMR 29,000;6.2;8;650;250;4 Seater;chevrolet;oman
BMW 2 Series Convertible 2021 m235i;OMR 23,900;3;4;326;250;4 Seater;bmw;oman
Porsche 718 2021 Boxster S;OMR 27,800;2.5;4;350;285;2 Seater;porsche;oman
BMW Z4 Roadster 2021 sDrive35i;OMR 25,500;3;6;306;250;2 Seater;bmw;oman
Audi A7 2021 35 FSI quattro (220 HP);OMR 25,700;2.8;6;220;235;5 Seater;audi;oman
Lexus GX 2021 460 Prestige;OMR 25,000;4.6;8;292;200;7 Seater;lexus;oman
Lexus IS 2021 350 F-Sport;OMR 25,000;3.5;6;311;230;5 Seater;lexus;oman
BMW 5 Series 2021 530i;OMR 25,700;2;4;252;250;5 Seater;bmw;oman
Lexus RC 2021 350 F Sport;OMR 25,000;3.5;6;314;230;4 Seater;lexus;oman
Mercedes-Benz E-Class Cabriolet 2021 E 250;OMR 25,070;2;4;211;245;4 Seater;mercedes-benz;oman
Volvo XC90 2021 2.0T T5 AWD Momentum;OMR 23,500;2;4;254;240;5 Seater;volvo;oman
Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+;OMR 25,600;2;4;421;250;5 Seater;mercedes-benz;oman
BMW 4 Series Gran Coupe 2021 435i;OMR 25,900;3;6;306;250;4 Seater;bmw;oman
Audi A7 2021 40 TFSI (252 HP);OMR 26,500;2;4;252;250;5 Seater;audi;oman
Land Rover Discovery 2021 2.0T SE (300 HP);OMR 25,330;2;4;300;201;7 Seater;land-rover;oman
Dodge Charger 2021 SRT8;OMR 26,000;6.4;8;470;281;5 Seater;dodge;oman
Mercedes-Benz SLC 2021 43 AMG;OMR 25,800;3;6;367;250;2 Seater;mercedes-benz;oman
Audi A5 Cabriolet 2021 S5 50 TFSI (354 HP);OMR 26,000;3;6;354;250;4 Seater;audi;oman
BMW 2 Series Convertible 2021 230i;OMR 26,000;2;4;252;250;4 Seater;bmw;oman
BMW 3 Series 2021 340i;OMR 26,000;3;6;326;250;5 Seater;bmw;oman
Audi Q7 2021 40 TFSI CS quattro (252 HP);OMR 26,200;2;4;252;210;5 Seater;audi;oman
Land Rover Discovery 2021 3.0L V6 SE (360 HP);OMR 27,840;3;6;360;215;7 Seater;land-rover;oman
BMW Z4 Roadster 2021 sDriveM40i;OMR 27,000;3;6;340;250;2 Seater;bmw;oman
Audi A7 2021 40 TFSI quattro (252 HP);OMR 26,600;2;4;252;250;5 Seater;audi;oman
BMW X4 2021 xDrive 20i;OMR 28,000;2;4;184;215;5 Seater;bmw;oman
BMW 4 Series Coupe 2021 435i;OMR 26,700;3;6;306;250;4 Seater;bmw;oman
Lexus GX 2021 460 Platinum;OMR 28,000;4.6;8;292;177;7 Seater;lexus;oman
Mercedes-Benz E-Class Cabriolet 2021 E 320;OMR 28,415;3;6;272;250;4 Seater;mercedes-benz;oman
BMW 5 Series Gran Turismo 2021 535i;OMR 28,000;3;6;306;250;5 Seater;bmw;oman
Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC;OMR 27,685;3;6;367;250;5 Seater;mercedes-benz;oman
Mercedes-Benz E-Class Coupe 2021 E 300;OMR 27,165;2;4;245;250;4 Seater;mercedes-benz;oman
Land Rover Discovery 2021 3.0L V6 HSE (360 HP);OMR 29,790;3;6;360;215;7 Seater;land-rover;oman
BMW 1 Series 2021 m135i xDrive;OMR 27,500;3;6;326;250;5 Seater;bmw;oman
Mercedes-Benz GLE-Class 2021 450 4MATIC;OMR 26,915;3;6;367;250;5 Seater;mercedes-benz;oman
Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP);OMR 29,000;3;6;354;250;5 Seater;audi;oman
Audi A7 2021 50 TFSI quattro (333 HP);OMR 29,600;3;6;333;250;5 Seater;audi;oman
Audi RS4 Avant 2021 4.2 (450 BHP);OMR 29,000;4.2;8;450;250;5 Seater;audi;oman
Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP);OMR 29,200;3;6;354;250;4 Seater;audi;oman
BMW 4 Series Convertible 2021 435i;OMR 28,500;3;6;306;250;4 Seater;bmw;oman
Toyota Land Cruiser 2021 4.6L GXR Premium GT;OMR 24,300;4.6;8;304;200;8 Seater;toyota;oman
Audi Q7 2021 40 TFSI Sport quattro (252 HP);OMR 28,800;2;4;252;210;5 Seater;audi;oman
Toyota Land Cruiser 2021 4.6L GXR Exclusive GT;OMR 27,200;4.6;8;304;200;8 Seater;toyota;oman
BMW 5 Series 2021 530i xDrive;OMR 30,000;2;4;252;250;5 Seater;bmw;oman
Mercedes-Benz E-Class Cabriolet 2021 E 400;OMR 30,145;3;6;333;250;4 Seater;mercedes-benz;oman
Mercedes-Benz SLK 55 AMG 2021 5.5;OMR 30,500;5.5;8;421;250;2 Seater;mercedes-benz;oman
BMW X4 2021 xDrive 30i;OMR 31,000;2;4;252;240;5 Seater;bmw;oman
Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic AWD (380 PS);OMR 35,250;3;6;380;275;2 Seater;jaguar;oman
Mercedes-Benz E-Class Cabriolet 2021 E 400 4MATIC;OMR 30,145;3;6;333;250;4 Seater;mercedes-benz;oman
Jaguar F-Type Coupe 2021 2.0T (300 PS);OMR 24,650;2;4;300;250;2 Seater;jaguar;oman
Jaguar F-Type Coupe 2021 2.0T R-Dynamic (300 PS);OMR 27,130;2;4;300;250;2 Seater;jaguar;oman
Jaguar F-Type Coupe 2021 5.0L V8 R AWD (550 PS);OMR 54,350;5;8;550;300;2 Seater;jaguar;oman
BMW 2 Series Coupe 2021 M240i;OMR 30,000;3;6;340;250;4 Seater;bmw;oman
Jaguar XJ 2021 3.0 V6 SC Diamond Edition;OMR 29,900;3;6;335;250;5 Seater;jaguar;oman
Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+;OMR 30,970;3;6;435;250;4 Seater;mercedes-benz;oman
Genesis G90 2021 5.0L V8 Royal;OMR 29,900;5;8;407;240;5 Seater;genesis;oman
Audi Q7 2021 45 TFSI Sport quattro (333 HP);OMR 31,300;3;6;333;250;5 Seater;audi;oman
Mercedes-Benz E-Class Coupe 2021 E 500;OMR 32,700;5.5;8;408;250;4 Seater;mercedes-benz;oman
Volvo XC90 2021 2.0T T6 AWD R Design;OMR 27,000;2;4;320;240;7 Seater;volvo;oman
Lexus RC F 2021 Platinum;OMR 31,000;5;8;471;270;4 Seater;lexus;oman
Lexus RC F 2021 5.0L Platinum;OMR 32,000;5;8;471;270;4 Seater;lexus;oman
Lincoln Continental 2021 3.0T Reserve;OMR 28,000;3;6;400;250;5 Seater;lincoln;oman
Maserati Ghibli 2021 3.0T V6;OMR 31,500;3;6;350;267;5 Seater;maserati;oman
Maserati Ghibli 2021 3.0T V6 GranLusso;OMR 31,500;3;6;350;267;5 Seater;maserati;oman
BMW 5 Series Gran Turismo 2021 535i xDrive;OMR 31,000;3;6;306;250;5 Seater;bmw;oman
Audi Q7 2021 40 TFSI Design quattro (252 HP);OMR 31,700;2;4;252;210;5 Seater;audi;oman
Lexus LS 2021 460 Premier (SWB);OMR 33,000;4.6;8;382;250;5 Seater;lexus;oman
Land Rover Range Rover Sport 2021 3.0L V6 HSE (360 PS);OMR 39,720;3;6;360;210;5 Seater;land-rover;oman
Audi A8 2021 50 TFSI quattro (333 HP);OMR 33,900;3;6;333;250;5 Seater;audi;oman
Dodge Challenger 2021 6.2L Hellcat Widebody A/T;OMR 33,500;6.2;8;707;314;5 Seater;dodge;oman
BMW 2 Series Convertible 2021 m240i;OMR 33,000;3;6;340;250;4 Seater;bmw;oman
Audi Q7 2021 45 TFSI Design quattro (333 HP);OMR 33,800;3;6;333;250;5 Seater;audi;oman
Lincoln Continental 2021 3.0T Presidential;OMR 33,000;3;6;400;250;5 Seater;lincoln;oman
Mercedes-Benz C-Class 2021 C 450;OMR 33,000;3;6;362;250;5 Seater;mercedes-benz;oman
Dodge Challenger 2021 6.2L Hellcat Red Eye A/T;OMR 40,000;6.2;8;797;327;5 Seater;dodge;oman
Mercedes-Benz CLS-Class 2021 CLS 350;OMR 33,600;2;4;299;250;4 Seater;mercedes-benz;oman
Porsche Cayenne Coupe 2021 E-Hybrid;OMR 39,400;3;6;462;253;5 Seater;porsche;oman
Mercedes-Benz C-Class 2021 C 63 AMG;OMR 33,000;4;8;476;250;5 Seater;mercedes-benz;oman
Lexus LX 2021 570 Premier;OMR 36,000;5.7;8;362;220;8 Seater;lexus;oman
Porsche Cayenne Coupe 2021 Turbo S E-Hybrid;OMR 69,900;4;8;680;295;5 Seater;porsche;oman
Mercedes-Benz GLE-Class 2021 GLE 500 4MATIC;OMR 35,530;4.7;8;455;250;5 Seater;mercedes-benz;oman
Maserati Levante 2021 3.0T V6 GranLusso;OMR 38,000;3;6;350;251;5 Seater;maserati;oman
Mercedes-Benz GLE-Class 2021 GLE 500 e 4MATIC;OMR 35,335;3;6;442;245;5 Seater;mercedes-benz;oman
Maserati Levante 2021 3.0T V6;OMR 36,000;3;6;350;251;5 Seater;maserati;oman
Lexus LS 2021 460 Prestige (SWB);OMR 36,000;4.6;8;382;250;5 Seater;lexus;oman
Lexus LS 2021 460 F-Sport (SWB);OMR 37,000;4.6;8;382;250;5 Seater;lexus;oman
Audi RS5 Cabriolet 2021 4.2 (450 HP);OMR 36,500;4.2;8;450;250;4 Seater;audi;oman
BMW 6 Series Gran Coupe 2021 640i;OMR 37,000;3;6;320;250;5 Seater;bmw;oman
Mercedes-Benz E-Class Cabriolet 2021 E 500;OMR 36,600;4.7;8;408;250;4 Seater;mercedes-benz;oman
Mercedes-Benz GLS 2021 500 4MATIC;OMR 37,100;4.6;8;455;250;7 Seater;mercedes-benz;oman
Lexus RC F 2021 5.0L Carbon;OMR 38,000;5;8;471;270;4 Seater;lexus;oman
BMW 6 Series Coupe 2021 640i;OMR 38,000;3;6;320;250;4 Seater;bmw;oman
Mercedes-Benz SL-Class 2021 SL 400;OMR 38,180;3;6;367;250;2 Seater;mercedes-benz;oman
Cadillac Escalade 2021 6.2L Platinum;OMR 38,500;6.2;8;420;180;8 Seater;cadillac;oman
BMW 7 Series 2021 730Li;OMR 37,000;2;4;258;250;5 Seater;bmw;oman
Porsche 911 2021 Carrera;OMR 40,200;3;6;385;291;4 Seater;porsche;oman
Porsche Cayenne Coupe 2021 GTS;OMR 47,100;3.6;6;440;261;5 Seater;porsche;oman
Lexus LS 2021 460 Platinum (SWB);OMR 39,000;4.6;8;382;250;5 Seater;lexus;oman
Maserati Levante 2021 3.8T V8 Trofeo;OMR 66,000;3.8;8;590;304;5 Seater;maserati;oman
BMW M4 Coupe 2021 3.0T;OMR 39,500;3;6;431;250;4 Seater;bmw;oman
Land Rover Range Rover Sport 2021 5.0L V8 HSE Dynamic (525 PS);OMR 50,000;5;8;525;250;5 Seater;land-rover;oman
BMW 5 Series Gran Turismo 2021 550i;OMR 39,000;4.4;8;450;250;5 Seater;bmw;oman
Lexus LS 2021 460 Prestige Plus (LWB);OMR 39,000;4.6;8;390;220;5 Seater;lexus;oman
Volvo XC90 2021 2.0T T5 AWD R Design;OMR 24,900;2;4;254;240;7 Seater;volvo;oman
BMW M3 Sedan 2021 3.0T;OMR 38,500;3;6;431;250;5 Seater;bmw;oman
Land Rover Range Rover Sport 2021 3.0L V6 HSE Dynamic (360 PS);OMR 40,950;3;6;360;209;5 Seater;land-rover;oman
Porsche 911 2021 Carrera 4;OMR 43,200;3;6;385;291;4 Seater;porsche;oman
BMW 6 Series Gran Coupe 2021 640i xDrive;OMR 41,000;3;8;320;250;5 Seater;bmw;oman
BMW 7 Series 2021 740Li;OMR 41,000;3;6;326;250;5 Seater;bmw;oman
Mercedes-Benz S-Class 2021 S 400 h;OMR 40,000;3.5;6;306;250;5 Seater;mercedes-benz;oman
Audi A8 2021 60 TFSI quattro (460 HP);OMR 40,000;4;8;460;250;5 Seater;audi;oman
BMW 6 Series Convertible 2021 640i;OMR 41,000;3;6;320;250;4 Seater;bmw;oman
BMW M4 Convertible 2021 3.0T Competition M xDrive;OMR 41,000;3;6;510;250;4 Seater;bmw;oman
Porsche Panamera 2021 Base;OMR 42,200;3;6;330;264;4 Seater;porsche;oman
Porsche 911 2021 Carrera Cabriolet;OMR 45,200;3;6;385;289;4 Seater;porsche;oman
Mercedes-Benz CLS-Class 2021 CLS 450 4MATIC;OMR 40,800;3;6;367;250;4 Seater;mercedes-benz;oman
Porsche Panamera 2021 10 Years Edition;OMR 49,100;3;6;330;264;4 Seater;porsche;oman
BMW 5 Series Gran Turismo 2021 550i xDrive;OMR 42,000;4.4;8;450;250;5 Seater;bmw;oman
BMW 6 Series Convertible 2021 640i xDrive;OMR 45,000;3;6;320;250;4 Seater;bmw;oman
BMW 6 Series Coupe 2021 640i xDrive;OMR 42,000;3;6;320;250;4 Seater;bmw;oman
Lexus LX 2021 570 Prestige;OMR 44,000;5.7;8;362;220;8 Seater;lexus;oman
Maserati Quattroporte 2021 3.0T V6 S GranSport;OMR 52,000;3;6;430;285;5 Seater;maserati;oman
Mercedes-Benz GLE 63 AMG 2021 5.5L 4MATIC;OMR 44,910;5.5;8;557;250;5 Seater;mercedes-benz;oman
Lexus LS 2021 600h F-Sport (SWB);OMR 43,000;5;8;438;220;5 Seater;lexus;oman
Maserati Quattroporte 2021 3.0T V6 S GranLusso;OMR 51,000;3;6;430;285;5 Seater;maserati;oman
Lexus LS 2021 460 Prestige (LWB);OMR 42,000;4.6;8;382;250;5 Seater;lexus;oman
Porsche 911 2021 Targa 4;OMR 48,200;3.4;6;350;280;4 Seater;porsche;oman
Maserati Quattroporte 2021 3.0T V6 GranSport;OMR 48,000;3;6;350;270;5 Seater;maserati;oman
